codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
35588;250/D/09;2009-12-07;2010-01-11;2010-07-14;Divulgar os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, ressaltando as desvantagens de assunção de riscos desnecessários e a ameaça representada pela exacerbação das chamadas atitudes perigosas: antiautoridade, invulnerabilidade, impulsividade, machismo e resignação.;ADOTADA;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;NULL;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;NULL;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;NULL;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;2010-01-13;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;2010-01-26;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;2010-03-12;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;2010-07-14;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;***;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;232/D/09;2009-12-07;2009-12-17;NULL;Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;232/D/09;2009-12-07;2009-12-17;NULL;Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;232/D/09;2009-12-07;2009-12-17;NULL;Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;232/D/09;2009-12-07;2009-12-17;2010-01-13;Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;232/D/09;2009-12-07;2009-12-17;2010-01-26;Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;232/D/09;2009-12-07;2009-12-17;2010-03-12;Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;232/D/09;2009-12-07;2009-12-17;2010-07-14;Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.;ADOTADA;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35556;140/2010;2010-07-15;2010-08-04;2010-08-24;Adotar mecanismos para divulgação dos ensinamentos colhidos na presente investigação aos operadores da aviação geral, alertando quanto aos riscos decorrentes de deficiência de serviços de manutenção.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35515;190/2010;2010-09-24;2010-08-30;2010-12-01;Estudar a possibilidade de adotar ferramentas a fim de incentivar o registro das intervenções de manutenção e de coibir a utilização de mão-de-obra não credenciada.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35515;191/2010;2010-09-24;2010-08-30;2010-10-28;Divulgar o conteúdo do presente relatório em seminários, palestras e atividades afins voltadas para proprietários, operadores e exploradores de aeronaves de pequeno porte.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35477;229/D/09;2009-12-07;2009-12-17;NULL;Que divulguem os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, realçando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execução de aterragem sem potência, assim como reforçar às oficinas e mecânicos de aviação a importância dos serviços de manutenção para a operação segura da aeronave.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;229/D/09;2009-12-07;2009-12-17;NULL;Que divulguem os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, realçando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execução de aterragem sem potência, assim como reforçar às oficinas e mecânicos de aviação a importância dos serviços de manutenção para a operação segura da aeronave.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;229/D/09;2009-12-07;2009-12-17;NULL;Que divulguem os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, realçando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execução de aterragem sem potência, assim como reforçar às oficinas e mecânicos de aviação a importância dos serviços de manutenção para a operação segura da aeronave.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;229/D/09;2009-12-07;2009-12-17;2010-01-13;Que divulguem os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, realçando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execução de aterragem sem potência, assim como reforçar às oficinas e mecânicos de aviação a importância dos serviços de manutenção para a operação segura da aeronave.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;229/D/09;2009-12-07;2009-12-17;2010-01-26;Que divulguem os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, realçando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execução de aterragem sem potência, assim como reforçar às oficinas e mecânicos de aviação a importância dos serviços de manutenção para a operação segura da aeronave.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;229/D/09;2009-12-07;2009-12-17;2010-03-12;Que divulguem os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, realçando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execução de aterragem sem potência, assim como reforçar às oficinas e mecânicos de aviação a importância dos serviços de manutenção para a operação segura da aeronave.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;229/D/09;2009-12-07;2009-12-17;2010-07-14;Que divulguem os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, realçando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execução de aterragem sem potência, assim como reforçar às oficinas e mecânicos de aviação a importância dos serviços de manutenção para a operação segura da aeronave.;***;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;230/D/09;2009-12-07;2009-12-17;NULL;Que considerem a conveniência de divulgar, via e-mail, aos operadores de suas respectivas jurisdições, os filmetes produzidos pelo SERIPA VI sobre a importância da manutenção para a operação segura da aeronave.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;230/D/09;2009-12-07;2009-12-17;NULL;Que considerem a conveniência de divulgar, via e-mail, aos operadores de suas respectivas jurisdições, os filmetes produzidos pelo SERIPA VI sobre a importância da manutenção para a operação segura da aeronave.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;230/D/09;2009-12-07;2009-12-17;NULL;Que considerem a conveniência de divulgar, via e-mail, aos operadores de suas respectivas jurisdições, os filmetes produzidos pelo SERIPA VI sobre a importância da manutenção para a operação segura da aeronave.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;230/D/09;2009-12-07;2009-12-17;2010-01-13;Que considerem a conveniência de divulgar, via e-mail, aos operadores de suas respectivas jurisdições, os filmetes produzidos pelo SERIPA VI sobre a importância da manutenção para a operação segura da aeronave.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;230/D/09;2009-12-07;2009-12-17;2010-01-26;Que considerem a conveniência de divulgar, via e-mail, aos operadores de suas respectivas jurisdições, os filmetes produzidos pelo SERIPA VI sobre a importância da manutenção para a operação segura da aeronave.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;230/D/09;2009-12-07;2009-12-17;2010-03-12;Que considerem a conveniência de divulgar, via e-mail, aos operadores de suas respectivas jurisdições, os filmetes produzidos pelo SERIPA VI sobre a importância da manutenção para a operação segura da aeronave.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35477;230/D/09;2009-12-07;2009-12-17;2010-07-14;Que considerem a conveniência de divulgar, via e-mail, aos operadores de suas respectivas jurisdições, os filmetes produzidos pelo SERIPA VI sobre a importância da manutenção para a operação segura da aeronave.;ADOTADA;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35275;088/2012;2012-02-22;2012-12-11;2013-03-13;Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores aeroagrícolas, alertando quanto aos riscos decorrentes da não observação dos procedimentos operacionais da aeronave.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35256;462/2012;2012-11-19;2012-12-11;2013-04-19;Divulgar os ensinamentos colhidos nesta investigação aos operadores da aviação geral, alertando para a necessidade de serem seguidos os procedimentos de emergência previstos nos manuais de operação das aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35255;189/2010;2010-09-24;2010-08-30;2010-11-03;Divulgar este relatório às empresas aeroagrícolas e às oficinas de manutenção aeronáutica, a fim de difundir os ensinamentos colhidos na presente investigação.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35195;174/D/09;2009-10-16;2009-10-20;NULL;Que relembrem os operadores de suas regiões sobre os riscos associados às pistas não registradas e os prejuízos causados ao julgamento pelo fenômeno chamado *regressite*.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35195;174/D/09;2009-10-16;2009-10-20;NULL;Que relembrem os operadores de suas regiões sobre os riscos associados às pistas não registradas e os prejuízos causados ao julgamento pelo fenômeno chamado *regressite*.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35195;174/D/09;2009-10-16;2009-10-20;NULL;Que relembrem os operadores de suas regiões sobre os riscos associados às pistas não registradas e os prejuízos causados ao julgamento pelo fenômeno chamado *regressite*.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35195;174/D/09;2009-10-16;2009-10-20;2009-10-21;Que relembrem os operadores de suas regiões sobre os riscos associados às pistas não registradas e os prejuízos causados ao julgamento pelo fenômeno chamado *regressite*.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35195;174/D/09;2009-10-16;2009-10-20;2009-11-30;Que relembrem os operadores de suas regiões sobre os riscos associados às pistas não registradas e os prejuízos causados ao julgamento pelo fenômeno chamado *regressite*.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35195;174/D/09;2009-10-16;2009-10-20;2010-03-12;Que relembrem os operadores de suas regiões sobre os riscos associados às pistas não registradas e os prejuízos causados ao julgamento pelo fenômeno chamado *regressite*.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35195;174/D/09;2009-10-16;2009-10-20;2010-07-14;Que relembrem os operadores de suas regiões sobre os riscos associados às pistas não registradas e os prejuízos causados ao julgamento pelo fenômeno chamado *regressite*.;***;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35175;193/2012;2012-06-04;2012-08-07;2015-01-29;Estudar o estabelecimento de ações, junto ao DAESP e às administrações aeroportuárias dos aeródromos subordinados às prefeituras municipais do Estado de São Paulo, no sentido de aprimorar a comunicação de irregularidades à Agência, de modo a aumentar a eficiência da fiscalização.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35175;194/2012;2012-06-04;2012-08-07;2012-09-27;Divulgar o conteúdo do presente relatório aos proprietários, operadores e exploradores de aeronaves da Aviação Geral, enfatizando a importância da análise adequada dos aeródromos a serem utilizados e do cumprimento da regulamentação.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35175;195/2012;2012-06-04;2012-06-04;NULL;Divulgar o conteúdo do presente relatório aos seus associados, enfatizando a importância da análise adequada dos aeródromos a serem utilizados e do cumprimento da regulamentação e do cumprimento da regulamentação.;***;APPA;ASSOCIAÇÃO DE PILOTOS E PROPRIETÁRIOS DE AERONAVES
35056;212/D/09;2009-11-16;2009-11-16;NULL;Que mantenha o leito da pista livre de vegetação para facilitar a desaceleração das aeronaves durante a corrida após o pouso.;***;DIVERSOS-J;OPERADOR DA AERONAVE
35056;212/D/09;2009-11-16;2009-11-30;NULL;Que mantenha o leito da pista livre de vegetação para facilitar a desaceleração das aeronaves durante a corrida após o pouso.;***;DIVERSOS-J;OPERADOR DA AERONAVE
35056;213/D/09;2009-11-16;2009-11-30;NULL;Promover a divulgação desse Relatório Final nas atividades educativas promovidas por esses Serviços Regionais, visando alertar a comunidade aeronáutica para os riscos resultantes de aproximações não estabilizadas, incentivando a execução do procedimento de arremetida em tais situações, assim como elevar o nível de percepção para os riscos inerentes à operação em pistas que estejam em condições precárias.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35056;213/D/09;2009-11-16;2009-11-30;NULL;Promover a divulgação desse Relatório Final nas atividades educativas promovidas por esses Serviços Regionais, visando alertar a comunidade aeronáutica para os riscos resultantes de aproximações não estabilizadas, incentivando a execução do procedimento de arremetida em tais situações, assim como elevar o nível de percepção para os riscos inerentes à operação em pistas que estejam em condições precárias.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35056;213/D/09;2009-11-16;2009-11-30;NULL;Promover a divulgação desse Relatório Final nas atividades educativas promovidas por esses Serviços Regionais, visando alertar a comunidade aeronáutica para os riscos resultantes de aproximações não estabilizadas, incentivando a execução do procedimento de arremetida em tais situações, assim como elevar o nível de percepção para os riscos inerentes à operação em pistas que estejam em condições precárias.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35056;213/D/09;2009-11-16;2009-11-30;2009-11-30;Promover a divulgação desse Relatório Final nas atividades educativas promovidas por esses Serviços Regionais, visando alertar a comunidade aeronáutica para os riscos resultantes de aproximações não estabilizadas, incentivando a execução do procedimento de arremetida em tais situações, assim como elevar o nível de percepção para os riscos inerentes à operação em pistas que estejam em condições precárias.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35056;213/D/09;2009-11-16;2009-11-30;2009-12-11;Promover a divulgação desse Relatório Final nas atividades educativas promovidas por esses Serviços Regionais, visando alertar a comunidade aeronáutica para os riscos resultantes de aproximações não estabilizadas, incentivando a execução do procedimento de arremetida em tais situações, assim como elevar o nível de percepção para os riscos inerentes à operação em pistas que estejam em condições precárias.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35056;213/D/09;2009-11-16;2009-11-30;2010-01-26;Promover a divulgação desse Relatório Final nas atividades educativas promovidas por esses Serviços Regionais, visando alertar a comunidade aeronáutica para os riscos resultantes de aproximações não estabilizadas, incentivando a execução do procedimento de arremetida em tais situações, assim como elevar o nível de percepção para os riscos inerentes à operação em pistas que estejam em condições precárias.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35056;213/D/09;2009-11-16;2009-11-30;2010-07-14;Promover a divulgação desse Relatório Final nas atividades educativas promovidas por esses Serviços Regionais, visando alertar a comunidade aeronáutica para os riscos resultantes de aproximações não estabilizadas, incentivando a execução do procedimento de arremetida em tais situações, assim como elevar o nível de percepção para os riscos inerentes à operação em pistas que estejam em condições precárias.;***;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35035;038/A/09;2009-08-05;2009-08-05;NULL;Criar mecanismos para gerenciar a capacidade operacional de seus tripulantes, visando adequar a experiência do piloto à complexidade do voo que será executado.;***;NORDESTE-TPX;NORDESTE TÁXI AÉREO DE HELICÓPTEROS
35035;039/A/09;2009-08-05;2009-08-05;NULL;Implantar uma metodologia de Gerenciamento do Risco no planejamento de missões.;***;NORDESTE-TPX;NORDESTE TÁXI AÉREO DE HELICÓPTEROS
35035;040/A/09;2009-08-05;2009-08-05;NULL;Incluir no PPAA, aulas sobre aerodinâmica para helicópteros, características da operação de helicópteros em terreno não preparado, operação do helicóptero em voo noturno, operação do helicóptero em voo por instrumentos, entre outros temas julgados necessários, visando aumentar a cultura aeronáutica a fim de, facilitar as tomadas de decisão pelos pilotos.;***;NORDESTE-TPX;NORDESTE TÁXI AÉREO DE HELICÓPTEROS
35035;041/A/09;2009-08-05;2009-08-05;NULL;Divulgar o conteúdo deste relatório aos tripulantes da empresa.;***;NORDESTE-TPX;NORDESTE TÁXI AÉREO DE HELICÓPTEROS
35035;042/A/09;2009-08-05;2009-08-05;NULL;Reavaliar o conteúdo e a forma de aplicação de seu programa de treinamento, submetendo-o à apreciação da autoridade aeronáutica, com vista a eliminar as falhas de aplicação de comandos, julgamento, e as eventuais falhas em processos de instrução.;***;NORDESTE-TPX;NORDESTE TÁXI AÉREO DE HELICÓPTEROS
35035;043/A/09;2009-03-09;2009-03-09;NULL;Realizar Auditoria de Segurança Operacional na Nordeste Táxi Aéreo de Helicópteros Ltda.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35016;118/2012;2012-03-22;2012-04-20;NULL;Reciclar, por meio de avaliações periódicas, o conhecimento dos pilotos a respeito dos Manuais Técnicos da aeronave, ressaltando principalmente os procedimentos de emergência.;***;EXTREME;EXTREME DEMONSTRAÇÕES AÉREAS
35016;119/2012;2012-03-22;2012-04-20;NULL;Enfatizar o estrito cumprimento dos procedimentos determinados pelo fabricante da aeronave operada, em seus manuais e lista de verificações, independentemente das eventuais e excepcionais capacidades técnicas ou psicomotoras de seus tripulantes.;***;EXTREME;EXTREME DEMONSTRAÇÕES AÉREAS
35016;120/2012;2012-03-22;2012-04-20;NULL;Promover a atualização de todos os registros das aeronaves operadas, conforme a legislação em vigor.;***;EXTREME;EXTREME DEMONSTRAÇÕES AÉREAS
35016;121/2012;2012-03-22;2012-04-20;NULL;Aplicar processos que melhorem a qualidade da supervisão dos serviços prestados, de forma a impedir a emissão de registros oficiais sobre aeronaves, contendo informações pertinentes a itens que nelas não estejam de fato instalados.;***;AEROCAMP;AEROCAMP COMÉRCIO E SERVIÇOS AERONÁUTICOS
35016;122/2012;2012-03-22;2012-04-20;2012-11-26;Realizar fiscalização mais rigorosa na vistoria de documentação referente às aeronaves - cadernetas, fichas de inspeção, mapas de controle de componentes e afins, visando evitar a existência de registros oficiais sobre aeronaves, contendo informações pertinentes a itens que nelas não estejam de fato instalados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35016;123/2012;2012-03-22;2012-04-20;NULL;Dar ampla divulgação aos operadores de aeronaves antigas e clássicas, ainda em voo, do conteúdo do presente relatório, enfatizando os aspectos de operação e manutenção de aeronaves.;***;ABAAC;ASSOCIAÇÃO BRASILEIRA DE AERONAVES ANTIGAS E CLÁSSICAS
34955;173/D/09;2009-10-16;2009-10-20;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, realçando que, sempre que as características do produto a ser aplicado permitam, existem vantagens na manutenção de uma altura sobre a plantação igual à metade da envergadura da aeronave.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
34955;173/D/09;2009-10-16;2009-10-20;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, realçando que, sempre que as características do produto a ser aplicado permitam, existem vantagens na manutenção de uma altura sobre a plantação igual à metade da envergadura da aeronave.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
34955;173/D/09;2009-10-16;2009-10-20;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, realçando que, sempre que as características do produto a ser aplicado permitam, existem vantagens na manutenção de uma altura sobre a plantação igual à metade da envergadura da aeronave.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
34955;173/D/09;2009-10-16;2009-10-20;2009-10-21;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, realçando que, sempre que as características do produto a ser aplicado permitam, existem vantagens na manutenção de uma altura sobre a plantação igual à metade da envergadura da aeronave.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
34955;173/D/09;2009-10-16;2009-10-20;2009-11-30;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, realçando que, sempre que as características do produto a ser aplicado permitam, existem vantagens na manutenção de uma altura sobre a plantação igual à metade da envergadura da aeronave.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
